institute_code,institute_name,program_code,program_name,category,gender,quota,year,opening_rank,closing_rank,total_seats,student_rank,admitted
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2023,200,439,33,468,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,918,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,443,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2022,596,858,28,1068,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,282,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,709,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2022,308,603,34,405,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2020,541,717,25,645,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,758,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2024,238,399,28,422,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2021,684,949,22,668,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,1206,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,591,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,529,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,405,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,435,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2022,519,703,26,548,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2022,718,1004,38,900,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2022,596,858,28,552,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,692,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,1110,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2024,696,897,31,850,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,1074,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,1022,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,682,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,843,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,1036,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2022,718,1004,38,996,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,508,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2022,283,438,38,378,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,837,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,761,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2022,519,703,26,602,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,958,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2021,517,726,34,787,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,795,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2023,465,717,39,585,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2022,730,918,22,812,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2022,755,960,34,946,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,627,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2024,752,1015,31,882,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,752,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2022,718,1004,38,1182,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2024,618,917,30,816,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,772,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2024,578,805,23,952,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,898,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,967,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,877,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,707,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2020,617,881,28,859,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2020,302,544,34,492,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2023,510,778,30,657,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,328,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,983,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2020,488,643,38,726,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,799,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2022,718,1004,38,794,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,683,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2024,752,1015,31,906,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2024,696,897,31,618,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2020,250,414,23,494,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,949,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,727,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,1261,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,1112,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2022,720,957,20,728,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2021,539,780,34,868,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,992,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2021,317,487,28,502,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2020,617,881,28,1224,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,747,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,790,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,1226,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2021,268,516,31,541,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2024,460,646,25,855,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,830,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,411,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2024,250,403,20,320,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,1030,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2023,271,441,37,496,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,1035,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2024,415,567,22,471,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2024,460,646,25,879,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,614,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2023,370,548,23,580,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,506,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,478,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,682,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,784,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,1185,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2021,317,487,28,433,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,867,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2023,370,548,23,536,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,566,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,822,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,660,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,1068,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2024,460,646,25,684,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,410,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,606,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,941,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,950,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,1087,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,1243,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2023,676,856,34,1225,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2021,247,457,36,397,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2022,755,960,34,986,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2020,234,476,34,448,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,878,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2024,250,403,20,261,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2020,234,476,34,317,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,989,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2021,517,726,34,975,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,795,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,247,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2024,238,399,28,411,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,450,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2023,676,856,34,1127,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,660,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,873,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2023,250,462,36,431,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2022,718,1004,38,1013,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,615,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,887,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,564,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,567,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2021,317,487,28,600,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,829,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2020,688,965,26,1217,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2023,465,717,39,543,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,813,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2020,302,544,34,709,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2021,684,949,22,1273,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2024,238,399,28,295,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,830,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,893,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,550,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,821,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2023,510,778,30,928,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,738,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,789,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,768,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,386,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,733,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,537,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2024,618,917,30,1087,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2023,465,717,39,439,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,568,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2023,510,778,30,940,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2022,730,918,22,644,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2020,302,544,34,519,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2020,305,505,36,400,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,594,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,965,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,909,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,274,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,590,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2024,238,399,28,516,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,468,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2020,250,414,23,424,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2024,460,646,25,643,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2024,238,399,28,568,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2020,541,717,25,918,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2021,317,487,28,462,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,1059,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2023,465,717,39,858,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2023,676,856,34,703,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2023,465,717,39,524,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2024,752,1015,31,1436,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2024,285,463,33,512,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,598,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2024,752,1015,31,1039,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,857,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,1153,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2020,541,717,25,684,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,914,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,422,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,591,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,938,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,576,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,887,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2021,539,780,34,1026,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2020,305,505,36,448,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,1025,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,379,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,729,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2022,596,858,28,889,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,481,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,1160,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,362,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,977,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2024,460,646,25,885,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2022,308,603,34,842,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2023,510,778,30,824,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2020,305,505,36,580,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2023,271,441,37,583,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,727,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2023,271,441,37,553,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,894,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,909,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,471,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2024,696,897,31,687,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,722,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,738,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,448,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,589,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,574,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,614,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,928,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,451,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2023,370,548,23,404,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,902,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,772,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,884,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2021,577,863,38,815,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,896,1
